"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.105692917E0,-3.614806366E1,-3.576810074E1,3.083183289E0,5.094649699E1
3.115747917E0,-3.374813843E1,-3.814722061E1,3.083488464E0,5.102602462E1
3.125802917E0,-3.105294037E1,-4.048660660E1,3.086906433E0,5.111731028E1
3.135857917E0,-2.802645874E1,-4.271564865E1,3.251564026E0,5.119259417E1
3.145912917E0,-2.480836487E1,-4.456078720E1,3.638404846E0,5.113078049E1
3.155967917E0,-2.166847229E1,-4.621371078E1,3.937644958E0,5.119311285E1
3.166022917E0,-1.840259552E1,-4.753953934E1,4.434310913E0,5.116958506E1
3.176077917E0,-1.524726105E1,-4.870284653E1,4.943229675E0,5.127262183E1
3.186133917E0,-1.196360779E1,-4.962449265E1,5.789787292E0,5.137353228E1
3.196188917E0,-8.854553223E0,-5.035041428E1,6.389717102E0,5.152082895E1
3.206244375E0,-5.688957214E0,-5.074590683E1,7.026817322E0,5.154500418E1
3.216299375E0,-2.763374329E0,-5.108301163E1,7.441329956E0,5.169607051E1
3.226354375E0,6.101989746E-2,-5.106909561E1,7.919029236E0,5.167946666E1
3.236409375E0,2.959228516E0,-5.096700668E1,8.449302673E0,5.174730446E1
3.246464375E0,5.783470154E0,-5.058304214E1,8.887001038E0,5.168240965E1
3.256519375E0,8.465675354E0,-5.040165329E1,9.081314087E0,5.190823229E1
3.266574375E0,1.092220306E1,-4.985043716E1,9.179672241E0,5.185197188E1
